        1723, 1.56653664e-01, 2.06638566e-02, 1.11850027e-01, 2.78172804e-01, 7.32829671e-02, -1.04603433e-01, 2.06638566e-02, 1.11850027e-01, 1.56653664e-01, 7.58104681e+00, 0.00000000e+00, 0.00000000e+00, -7.00895186e+230,            inf, 0.00000000e+00, -7.52628598e+00, -7.15150595e+00, -7.26582832e+00, -7.11300065e+00, -7.09514172e+00, -9.6465162444, -3.6989655129, 10.0000000000, 4.1304635748, 138.1184399640
        2270, 2.97967027e-01, 2.29692630e-02, 1.10468741e-01, 5.24170687e-01, 2.27022917e-02, -1.11189213e-01, 1.77655230e-02, 1.10468741e-01, 2.98322514e-01, 1.29724243e+01, 1.00000000e+00, 0.00000000e+00, -3.08393245e+198,            inf, 0.00000000e+00, -7.66514295e+00, -7.33431676e+00, -7.30033768e+00, -7.17652864e+00, -7.24505245e+00, -9.8353071331, -3.7773231538, 10.0000000000, 4.0105315916, 149.5996346815
        2445, 5.00261616e-01, 3.02138849e-02, 1.14269067e-01, 8.74322992e-01, -3.90907707e-02, -1.05612512e-01, 9.63381234e-03, 1.14269067e-01, 5.01080585e-01, 1.65573417e+01, 2.35481000e+00, 0.00000000e+00, -3.18159621e+241,            inf, 0.00000000e+00, -7.69817530e+00, -7.44840493e+00, -7.17919661e+00, -7.07303076e+00, -7.22869831e+00, -9.9524662867, -3.7299681082, 10.0000000000, 5.1227604929, 211.7938931932
        2080, 5.92963019e-01, 3.77982355e-02, 1.17253044e-01, 1.02953124e+00, -6.52777730e-02, -1.03009034e-01, 6.71314769e-03, 1.17253044e-01, 5.94128590e-01, 1.56875847e+01, 3.00000000e+00, 0.00000000e+00, -3.02914715e+198,            inf, 0.00000000e+00, -7.66756851e+00, -7.34581969e+00, -7.26583025e+00, -7.12097933e+00, -7.26673437e+00, -9.7796286938, -3.7019412914, 10.0000000000, 4.0347116015, 506.9568302247
        3999, 6.80511749e-01, 5.40711587e-02, 1.24002145e-01, 1.13525868e+00, -5.81048671e-02, -1.07374478e-01, 6.46934414e-03, 1.24002145e-01, 6.82625869e-01, 1.25854849e+01, 4.00000000e+00, 0.00000000e+00, -6.58201249e+230,            inf, 0.00000000e+00, -7.75064366e+00, -7.57469858e+00, -7.17109580e+00, -6.99784202e+00, -7.27007215e+00, -9.4692951828, -3.8393353347, 10.0000000000, 4.0269823506, 332.5478631840
        5999, 7.41654823e-01, 7.32248353e-02, 1.30585493e-01, 1.18242036e+00, -4.04200119e-02, -1.19333980e-01, 8.30671571e-03, 1.30585493e-01, 7.45214567e-01, 1.01284601e+01, 5.00000000e+00, 0.00000000e+00, -2.98431259e+198,            inf, 0.00000000e+00, -7.18399704e+00, -6.89363961e+00, -6.65165310e+00, -6.46528765e+00, -6.70143548e+00, -8.8282047894, -3.8575000114, 10.0000000000, 4.0022944735, 423.7662388270
        4999, 7.86622552e-01, 9.36180629e-02, 1.36001283e-01, 1.20521666e+00, -2.79910939e-02, -1.37335860e-01, 1.08807668e-02, 1.36001283e-01, 7.92099103e-01, 8.40246559e+00, 6.00000000e+00, 0.00000000e+00, -2.94604533e+198,            inf, 0.00000000e+00, -7.01120832e+00, -6.67756543e+00, -6.59930135e+00, -6.34563065e+00, -6.52414527e+00, -8.5340118293, -3.5736289867, 10.0000000000, 4.6953366512, 352.0319270159
        4999, 8.37185648e-01, 1.35174142e-01, 1.49235426e-01, 1.21611661e+00, 5.31814758e-03, -1.76571029e-01, 1.73449138e-02, 1.49235426e-01, 8.47850820e-01, 6.19338607e+00, 8.00000000e+00, 0.00000000e+00, -2.83480275e+198,            inf, 0.00000000e+00, -7.01198207e+00, -6.57866966e+00, -6.63000928e+00, -6.42746905e+00, -6.51969338e+00, -8.3673996858, -3.7413702773, 10.0000000000, 4.6862368672, 352.1155934679
        5999, 8.20941324e-01, 1.74264975e-01, 1.77999780e-01, 1.16392609e+00, -4.40995898e-02, -1.95191549e-01, 2.90625339e-02, 1.77999780e-01, 8.38730176e-01, 4.71087964e+00, 1.00000000e+01, 0.00000000e+00, -2.71546669e+198,            inf, 0.00000000e+00, -7.19458808e+00, -6.26904051e+00, -6.36585690e+00, -6.29655586e+00, -6.62962542e+00, -8.6632175017, -3.3143508636, 10.0000000000, 4.5620746051, 405.8962861201
        5999, 9.01086175e-01, 2.25627760e-01, 2.05029160e-01, 1.25984553e+00, -1.54466940e-01, -2.19654624e-01, 3.33509019e-02, 2.05029160e-01, 9.28305930e-01, 3.99368489e+00, 1.20000000e+01, 0.00000000e+00, -7.95395289e+229,            inf, 0.00000000e+00, -7.34277091e+00, -6.27358233e+00, -6.36559974e+00, -6.29156823e+00, -6.65996829e+00, -8.9620894077, -3.7936661518, 10.0000000000, 4.0040000000, 410.9184603950
        1071, -1.35147483e-01, 2.32034738e-02, 1.24605637e-01, -2.33597048e-01, 1.88254046e-01, -7.04139313e-02, 1.84727597e-02, 1.24605637e-01, -1.35874944e-01, -5.82445043e+00, -2.00000000e+00, 0.00000000e+00, -3.00618778e+198,            inf, 0.00000000e+00, -7.30873132e+00, -6.90730229e+00, -7.09155169e+00, -6.95406039e+00, -6.84042224e+00, -9.4165711990, -3.5132222584, 10.0000000000, 5.0591417092, 74.7267404397
