X,Baseline,Min,Max
6.163956186355790123e-06,-5.869164943695068359e+00,-8.457705497741699219e+00,-9.087979197502136230e-01
3.023051613126881421e-05,-6.075456619262695312e+00,-8.703075408935546875e+00,-9.072647690773010254e-01
8.383968088310211897e-05,-6.319736003875732422e+00,-8.998744010925292969e+00,-9.864503741264343262e-01
1.845523947849869728e-04,-6.594708919525146484e+00,-9.309332847595214844e+00,-1.206573367118835449e+00
3.582793287932872772e-04,-6.911416053771972656e+00,-9.607644081115722656e+00,-1.503974556922912598e+00
6.422073347494006157e-04,-7.227299690246582031e+00,-9.865883827209472656e+00,-1.710741758346557617e+00
1.087836571969091892e-03,-7.462191581726074219e+00,-1.007515239715576172e+01,-1.801845908164978027e+00
1.763340784236788750e-03,-7.560684680938720703e+00,-1.016530036926269531e+01,-1.873420357704162598e+00
2.754269633442163467e-03,-7.492962360382080078e+00,-1.003308677673339844e+01,-1.938305735588073730e+00
4.162112250924110413e-03,-7.247648715972900391e+00,-9.623378753662109375e+00,-1.951697587966918945e+00
6.101547274738550186e-03,-6.847206115722656250e+00,-8.973963737487792969e+00,-1.884448170661926270e+00
8.698353543877601624e-03,-6.334071159362792969e+00,-8.214229583740234375e+00,-1.732229828834533691e+00
1.208965852856636047e-02,-5.757059574127197266e+00,-7.407698631286621094e+00,-1.524999141693115234e+00
1.642673276364803314e-02,-5.166562080383300781e+00,-6.603842735290527344e+00,-1.279651522636413574e+00
2.187915891408920288e-02,-4.599740028381347656e+00,-5.849938392639160156e+00,-1.004839777946472168e+00
2.863898128271102905e-02,-4.076916217803955078e+00,-5.166067600250244141e+00,-7.600702643394470215e-01
3.692378848791122437e-02,-3.605736732482910156e+00,-4.558887481689453125e+00,-6.017371416091918945e-01
4.697804152965545654e-02,-3.186089992523193359e+00,-4.025620460510253906e+00,-5.240024328231811523e-01
5.907202512025833130e-02,-2.813747406005859375e+00,-3.559356689453125000e+00,-4.958685934543609619e-01
7.349774986505508423e-02,-2.482788324356079102e+00,-3.151489496231079102e+00,-4.688177406787872314e-01
9.056098759174346924e-02,-2.186924457550048828e+00,-2.793416023254394531e+00,-4.588148593902587891e-01
1.105684861540794373e-01,-1.920086622238159180e+00,-2.477317810058593750e+00,-4.589335620403289795e-01
1.338097155094146729e-01,-1.676636695861816406e+00,-2.196431398391723633e+00,-4.596307873725891113e-01
1.605329364538192749e-01,-1.451613426208496094e+00,-1.945149660110473633e+00,-4.478414952754974365e-01
1.909159719944000244e-01,-1.241178393363952637e+00,-1.718843698501586914e+00,-4.312846958637237549e-01
2.250339835882186890e-01,-1.043978810310363770e+00,-1.514268755912780762e+00,-4.320394992828369141e-01
2.628273069858551025e-01,-8.617148995399475098e-01,-1.328580021858215332e+00,-4.380936920642852783e-01
3.040743172168731689e-01,-7.004701495170593262e-01,-1.159872412681579590e+00,-4.411033093929290771e-01
3.483752608299255371e-01,-5.679074525833129883e-01,-1.006643891334533691e+00,-4.352665841579437256e-01
3.951519131660461426e-01,-4.689038991928100586e-01,-8.681605458259582520e-01,-4.207470417022705078e-01
4.436675012111663818e-01,-3.998174071311950684e-01,-7.434665560722351074e-01,-3.998174071311950684e-01
4.930667281150817871e-01,-3.517296910285949707e-01,-6.315665841102600098e-01,-3.517296910285949707e-01
5.424322485923767090e-01,-3.225742578506469727e-01,-5.316520929336547852e-01,-3.225742578506469727e-01
5.908507704734802246e-01,-3.175404965877532959e-01,-5.448113679885864258e-01,-3.175404965877532959e-01
6.374782323837280273e-01,-3.295690417289733887e-01,-5.803490281105041504e-01,-3.245936930179595947e-01
