X,Baseline,Min,Max
3.318793062589975307e-07,-3.812492847442626953e+00,-3.854653596878051758e+00,-3.547878980636596680e+00
1.394652599628898315e-06,-3.850764751434326172e+00,-3.893436670303344727e+00,-3.585804224014282227e+00
3.297886223663226701e-06,-3.891050815582275391e+00,-3.934166193008422852e+00,-3.625446557998657227e+00
6.163956186355790123e-06,-3.933380603790283203e+00,-3.976875782012939453e+00,-3.666980504989624023e+00
1.012937900668475777e-05,-3.977761507034301758e+00,-4.021598339080810547e+00,-3.710465669631958008e+00
1.534626971988473088e-05,-4.024164199829101562e+00,-4.068325042724609375e+00,-3.755910396575927734e+00
2.198392030550166965e-05,-4.072574615478515625e+00,-4.117053508758544922e+00,-3.803318262100219727e+00
3.023051613126881421e-05,-4.122959136962890625e+00,-4.167776107788085938e+00,-3.852692127227783203e+00
4.029500269098207355e-05,-4.175302505493164062e+00,-4.220473289489746094e+00,-3.904034376144409180e+00
5.240907921688631177e-05,-4.229598999023437500e+00,-4.275108337402343750e+00,-3.957346677780151367e+00
6.682935782009735703e-05,-4.285823345184326172e+00,-4.331661701202392578e+00,-4.012620449066162109e+00
8.383968088310211897e-05,-4.343945026397705078e+00,-4.390113353729248047e+00,-4.069825649261474609e+00
1.037535475916229188e-04,-4.403899192810058594e+00,-4.450407505035400391e+00,-4.128911495208740234e+00
1.269167696591466665e-04,-4.465570449829101562e+00,-4.512447834014892578e+00,-4.189789772033691406e+00
1.537101343274116516e-04,-4.528828620910644531e+00,-4.576097965240478516e+00,-4.252264499664306641e+00
1.845523947849869728e-04,-4.593527317047119141e+00,-4.641187191009521484e+00,-4.315910816192626953e+00
2.199030859628692269e-04,-4.659479141235351562e+00,-4.707537651062011719e+00,-4.380028247833251953e+00
2.602657186798751354e-04,-4.726467609405517578e+00,-4.774952411651611328e+00,-4.443875789642333984e+00
3.061908937525004148e-04,-4.794242382049560547e+00,-4.843184947967529297e+00,-4.507203102111816406e+00
3.582793287932872772e-04,-4.862495899200439453e+00,-4.911923885345458984e+00,-4.570669651031494141e+00
4.171850741840898991e-04,-4.930882453918457031e+00,-4.980790615081787109e+00,-4.635029792785644531e+00
4.836183506995439529e-04,-4.999017715454101562e+00,-5.049352169036865234e+00,-4.700489521026611328e+00
5.583487218245863914e-04,-5.066459178924560547e+00,-5.117126941680908203e+00,-4.766659736633300781e+00
6.422073347494006157e-04,-5.132725715637207031e+00,-5.183629035949707031e+00,-4.832674980163574219e+00
7.360898889601230621e-04,-5.197268009185791016e+00,-5.248361110687255859e+00,-4.897513866424560547e+00
8.409577421844005585e-04,-5.259472370147705078e+00,-5.310777187347412109e+00,-4.960218429565429688e+00
9.578405297361314297e-04,-5.318701267242431641e+00,-5.370256423950195312e+00,-5.019969940185546875e+00
1.087836571969091892e-03,-5.374297618865966797e+00,-5.426111698150634766e+00,-5.076108455657958984e+00
