X,Baseline,Min,Max
6.163956186355790123e-06,-6.314823150634765625e+00,-8.526550292968750000e+00,-2.064011812210083008e+00
3.023051613126881421e-05,-6.483485698699951172e+00,-8.750729560852050781e+00,-2.154533147811889648e+00
8.383968088310211897e-05,-6.707365036010742188e+00,-9.014300346374511719e+00,-2.285848379135131836e+00
1.845523947849869728e-04,-6.960369586944580078e+00,-9.300905227661132812e+00,-2.443163156509399414e+00
3.582793287932872772e-04,-7.225953578948974609e+00,-9.592350959777832031e+00,-2.619393587112426758e+00
6.422073347494006157e-04,-7.473031044006347656e+00,-9.846397399902343750e+00,-2.801074028015136719e+00
1.087836571969091892e-03,-7.659642219543457031e+00,-1.001095485687255859e+01,-2.968558788299560547e+00
1.763340784236788750e-03,-7.737282752990722656e+00,-1.002601337432861328e+01,-3.096834659576416016e+00
2.754269633442163467e-03,-7.663539409637451172e+00,-9.842993736267089844e+00,-3.160329103469848633e+00
4.162112250924110413e-03,-7.417345046997070312e+00,-9.442994117736816406e+00,-3.138984441757202148e+00
6.101547274738550186e-03,-7.009987831115722656e+00,-8.849432945251464844e+00,-3.027441740036010742e+00
8.698353543877601624e-03,-6.482514381408691406e+00,-8.121495246887207031e+00,-2.837733030319213867e+00
1.208965852856636047e-02,-5.890424251556396484e+00,-7.331919670104980469e+00,-2.592066526412963867e+00
1.642673276364803314e-02,-5.285327911376953125e+00,-6.544279098510742188e+00,-2.313392400741577148e+00
2.187915891408920288e-02,-4.704047679901123047e+00,-5.801657199859619141e+00,-2.017077445983886719e+00
2.863898128271102905e-02,-4.167302608489990234e+00,-5.126469135284423828e+00,-1.706996202468872070e+00
3.692378848791122437e-02,-3.683304786682128906e+00,-4.525833606719970703e+00,-1.389580011367797852e+00
4.697804152965545654e-02,-3.252362012863159180e+00,-3.997700691223144531e+00,-1.098465561866760254e+00
5.907202512025833130e-02,-2.870578765869140625e+00,-3.535477876663208008e+00,-8.798092007637023926e-01
7.349774986505508423e-02,-2.532213687896728516e+00,-3.130921125411987305e+00,-7.402307391166687012e-01
9.056098759174346924e-02,-2.231019258499145508e+00,-2.775728464126586914e+00,-6.499404311180114746e-01
1.105684861540794373e-01,-1.960903525352478027e+00,-2.462316513061523438e+00,-5.893545150756835938e-01
1.338097155094146729e-01,-1.715983748435974121e+00,-2.183990001678466797e+00,-5.520761609077453613e-01
1.605329364538192749e-01,-1.490984201431274414e+00,-1.935461759567260742e+00,-5.257177948951721191e-01
1.909159719944000244e-01,-1.280956387519836426e+00,-1.711745023727416992e+00,-4.898859560489654541e-01
2.250339835882186890e-01,-1.083786129951477051e+00,-1.509710311889648438e+00,-4.653779566287994385e-01
2.628273069858551025e-01,-9.005607366561889648e-01,-1.326637029647827148e+00,-4.449112415313720703e-01
3.040743172168731689e-01,-7.362061142921447754e-01,-1.160071849822998047e+00,-4.337545931339263916e-01
3.483752608299255371e-01,-5.982421040534973145e-01,-1.008738279342651367e+00,-4.405077099800109863e-01
3.951519131660461426e-01,-4.939270019531250000e-01,-8.718175292015075684e-01,-4.543898999691009521e-01
4.436675012111663818e-01,-4.258864820003509521e-01,-7.478755116462707520e-01,-4.258864820003509521e-01
4.930667281150817871e-01,-3.881671428680419922e-01,-6.376158595085144043e-01,-3.852424621582031250e-01
5.424322485923767090e-01,-3.597744107246398926e-01,-5.374193787574768066e-01,-3.463259041309356689e-01
5.908507704734802246e-01,-3.235014379024505615e-01,-6.683558821678161621e-01,-3.235014379024505615e-01
6.374782323837280273e-01,-2.774729430675506592e-01,-7.222700715065002441e-01,-2.774729430675506592e-01
6.815953850746154785e-01,-2.546069622039794922e-01,-7.605022192001342773e-01,-2.546069622039794922e-01
7.226455211639404297e-01,-3.028384745121002197e-01,-7.329233884811401367e-01,-2.202900499105453491e-01
7.602518200874328613e-01,-3.967306017875671387e-01,-7.054695487022399902e-01,-1.858572214841842651e-01
7.942146658897399902e-01,-4.501090943813323975e-01,-6.736762523651123047e-01,-1.675270348787307739e-01
8.244937658309936523e-01,-5.092380642890930176e-01,-6.518294811248779297e-01,-1.374654024839401245e-01
8.511794805526733398e-01,-5.309645533561706543e-01,-6.212279796600341797e-01,-1.091590300202369690e-01
8.744604587554931641e-01,-5.002936124801635742e-01,-5.887364745140075684e-01,-8.235348761081695557e-02
