2.750000000000000000e+00,1.005000000000000034e-03
2.839999999999999858e+00,1.814999999999999990e-03
2.930000000000000160e+00,2.735000000000000018e-03
3.020000000000000018e+00,3.504999999999999869e-03
3.109999999999999876e+00,4.185999999999999617e-03
3.200000000000000178e+00,4.408999999999999725e-03
3.290000000000000036e+00,4.329999999999999648e-03
3.379999999999999893e+00,4.031999999999999994e-03
3.479999999999999982e+00,3.203999999999999817e-03
3.569999999999999840e+00,2.550000000000000183e-03
3.660000000000000142e+00,1.848999999999999949e-03
3.750000000000000000e+00,1.505000000000000044e-03
3.839999999999999858e+00,1.317999999999999944e-03
3.930000000000000160e+00,1.443999999999999971e-03
4.019999999999999574e+00,1.739000000000000094e-03
4.110000000000000320e+00,2.227999999999999946e-03
4.209999999999999964e+00,2.820000000000000024e-03
4.299999999999999822e+00,3.272000000000000169e-03
4.389999999999999680e+00,3.376000000000000095e-03
4.480000000000000426e+00,3.282999999999999894e-03
