2.999999999999999889e-01,1.170000000000000068e-01
5.000000000000000000e-01,1.239999999999999991e-01
6.999999999999999556e-01,1.330000000000000071e-01
9.000000000000000222e-01,1.439999999999999891e-01
1.100000000000000089e+00,1.539999999999999980e-01
1.300000000000000044e+00,1.630000000000000060e-01
1.500000000000000000e+00,1.779999999999999916e-01
1.699999999999999956e+00,1.900000000000000022e-01
1.899999999999999911e+00,2.049999999999999878e-01
2.100000000000000089e+00,2.179999999999999993e-01
2.299999999999999822e+00,2.340000000000000135e-01
2.500000000000000000e+00,2.449999999999999956e-01
2.700000000000000178e+00,2.580000000000000071e-01
2.899999999999999911e+00,2.700000000000000178e-01
3.100000000000000089e+00,2.780000000000000249e-01
3.299999999999999822e+00,2.819999999999999729e-01
3.500000000000000000e+00,2.819999999999999729e-01
3.700000000000000178e+00,2.839999999999999747e-01
3.899999999999999911e+00,2.710000000000000187e-01
4.099999999999999645e+00,2.610000000000000098e-01
4.474999999999999645e+00,2.300000000000000100e-01
4.599999999999999645e+00,1.960000000000000075e-01
4.655999999999999694e+00,1.600000000000000033e-01
4.681000000000000050e+00,1.120000000000000023e-01
4.692000000000000171e+00,7.639999999999999569e-02
4.697000000000000064e+00,5.589999999999999830e-02
4.698000000000000398e+00,5.129999999999999838e-02
