3.799999999999999822e+00,2.631999999999999791e-03
3.830000000000000071e+00,2.449999999999999921e-03
3.859999999999999876e+00,2.304000000000000058e-03
3.890000000000000124e+00,2.125000000000000153e-03
3.919999999999999929e+00,2.007000000000000103e-03
3.950000000000000178e+00,1.892000000000000019e-03
3.979999999999999982e+00,1.755999999999999965e-03
4.009999999999999787e+00,1.575999999999999927e-03
4.040000000000000036e+00,1.443999999999999971e-03
4.070000000000000284e+00,1.266999999999999897e-03
4.099999999999999645e+00,1.175999999999999962e-03
4.129999999999999893e+00,1.069000000000000072e-03
4.160000000000000142e+00,9.986000000000000952e-04
4.190000000000000391e+00,1.018000000000000025e-03
4.219999999999999751e+00,9.734000000000000248e-04
4.250000000000000000e+00,9.986000000000000952e-04
4.280000000000000249e+00,1.082000000000000062e-03
4.309999999999999609e+00,1.149000000000000065e-03
4.339999999999999858e+00,1.217999999999999899e-03
4.370000000000000107e+00,1.361999999999999929e-03
