1.689999999999999947e+00,3.390000000000000235e-01
3.390000000000000124e+00,4.699999999999999734e-01
5.080000000000000071e+00,5.360000000000000320e-01
6.769999999999999574e+00,5.789999999999999591e-01
8.470000000000000639e+00,6.029999999999999805e-01
1.016000000000000014e+01,6.179999999999999938e-01
1.184999999999999964e+01,6.270000000000000018e-01
1.355000000000000071e+01,6.340000000000000080e-01
1.524000000000000021e+01,6.400000000000000133e-01
1.692999999999999972e+01,6.440000000000000169e-01
1.862999999999999901e+01,6.500000000000000222e-01
2.032000000000000028e+01,6.580000000000000293e-01
2.201000000000000156e+01,6.670000000000000373e-01
2.371000000000000085e+01,6.780000000000000471e-01
2.539999999999999858e+01,6.899999999999999467e-01
2.708999999999999986e+01,7.019999999999999574e-01
2.878999999999999915e+01,7.099999999999999645e-01
3.048000000000000043e+01,7.189999999999999725e-01
3.217000000000000171e+01,7.239999999999999769e-01
3.386999999999999744e+01,7.279999999999999805e-01
4.064000000000000057e+01,7.349999999999999867e-01
4.740999999999999659e+01,7.359999999999999876e-01
5.418999999999999773e+01,7.359999999999999876e-01
6.096000000000000085e+01,7.359999999999999876e-01
6.773000000000000398e+01,7.359999999999999876e-01
