1.000000000000000056e-01,-8.169999999999999366e-05
3.300000000000000155e-01,-1.010000000000000020e-04
5.600000000000000533e-01,-9.720000000000000450e-05
7.900000000000000355e-01,-9.160000000000000390e-05
1.020000000000000018e+00,-9.110000000000000530e-05
1.250000000000000000e+00,-7.200000000000000182e-05
1.479999999999999982e+00,-9.009999999999999455e-05
1.709999999999999964e+00,-1.269999999999999970e-04
1.939999999999999947e+00,-1.219999999999999974e-04
2.169999999999999929e+00,-9.600000000000000243e-05
2.399999999999999911e+00,-1.219999999999999974e-04
2.629999999999999893e+00,-6.540000000000000403e-05
2.859999999999999876e+00,-8.370000000000000161e-05
3.089999999999999858e+00,-2.939999999999999973e-05
3.319999999999999840e+00,-1.279999999999999942e-05
3.549999999999999822e+00,1.569999999999999876e-05
3.779999999999999805e+00,3.979999999999999841e-05
4.009999999999999787e+00,6.459999999999999814e-05
4.240000000000000213e+00,9.210000000000000250e-05
4.469999999999999751e+00,1.019999999999999992e-04
