3.706999999999999851e+00,1.020000000000000073e-02
3.709000000000000075e+00,1.323000000000000044e-02
3.713000000000000078e+00,1.488000000000000086e-02
3.717000000000000082e+00,1.512999999999999935e-02
3.721999999999999975e+00,1.369000000000000078e-02
3.729000000000000092e+00,1.231999999999999935e-02
3.737000000000000099e+00,1.039999999999999952e-02
3.748000000000000220e+00,9.390000000000000777e-03
3.761000000000000121e+00,8.446000000000000382e-03
3.777000000000000135e+00,7.867999999999999994e-03
3.798000000000000043e+00,7.465000000000000281e-03
3.823999999999999844e+00,7.073000000000000294e-03
3.857000000000000206e+00,6.577000000000000381e-03
3.898000000000000131e+00,6.021999999999999575e-03
3.948999999999999844e+00,5.212999999999999752e-03
4.014000000000000234e+00,4.020000000000000136e-03
4.094999999999999751e+00,2.776999999999999955e-03
4.195999999999999730e+00,1.926999999999999894e-03
