h,max,baseline,min
1.940790727572352589e-02,2.647597497999999994e-01,2.615400031999999819e-01,2.519879534999999726e-01
9.723776068617528273e-03,2.727209201999999943e-01,2.674386843000000069e-01,2.583723734999999744e-01
4.866672725104000986e-03,2.727874069999999818e-01,2.671753338999999783e-01,2.558725077999999820e-01
