h,max,baseline,min
1.940790727572352589e-02,5.842328918999999815e-02,5.553694517999999830e-02,5.397593821999999847e-02
9.723776068617528273e-03,5.927180807000000107e-02,5.389209155000000001e-02,5.389209155000000001e-02
4.866672725104000986e-03,5.981425611999999919e-02,5.490583522999999827e-02,5.231788427999999741e-02
