X,Baseline,Min,Max
1.128309795579972796e+00,-1.571973204612731934e+00,-2.063096523284912109e+00,-1.290662288665771484e+00
1.131231988284989498e+00,-1.309230327606201172e-01,-3.793412744998931885e-01,-5.555356852710247040e-03
1.129770957145440402e+00,-1.977881193161010742e-01,-4.804485738277435303e-01,-3.995337989181280136e-03
1.127102051574239594e+00,7.541514188051223755e-02,-1.526747196912765503e-01,1.774667501449584961e-01
1.125869526643982654e+00,3.137255832552909851e-02,-2.006985098123550415e-01,1.294362097978591919e-01
1.124612351215120487e+00,6.187647208571434021e-02,-1.582627743482589722e-01,1.442320942878723145e-01
1.123330134009897563e+00,1.207622960209846497e-01,-8.254756778478622437e-02,1.916262060403823853e-01
1.122021962046884092e+00,1.680455952882766724e-01,-1.956278271973133087e-02,2.299294918775558472e-01
1.120681835733826848e+00,2.102475464344024658e-01,3.512125089764595032e-02,2.659006416797637939e-01
1.119310668052155844e+00,2.467811703681945801e-01,8.258084952831268311e-02,2.978333830833435059e-01
1.117909893686974909e+00,2.787920236587524414e-01,1.240147128701210022e-01,3.262908458709716797e-01
1.116478077953179993e+00,3.071687817573547363e-01,1.605958640575408936e-01,3.516961932182312012e-01
1.115013916591585774e+00,3.322305679321289062e-01,1.928318142890930176e-01,3.743841052055358887e-01
1.113513757676473093e+00,3.541571795940399170e-01,2.209527492523193359e-01,3.944394886493682861e-01
1.111972905874774042e+00,3.731324374675750732e-01,2.452762126922607422e-01,4.119410216808319092e-01
1.110396839075067588e+00,3.897052705287933350e-01,2.664649486541748047e-01,4.272548854351043701e-01
1.108786078981027989e+00,4.044336080551147461e-01,2.853032350540161133e-01,4.408018887042999268e-01
1.107141277722248018e+00,4.177879989147186279e-01,3.024010062217712402e-01,4.529879689216613770e-01
1.105462826576483204e+00,4.302957057952880859e-01,3.183841705322265625e-01,4.643250405788421631e-01
1.103743812970050753e+00,4.423902332782745361e-01,3.337442576885223389e-01,4.752915799617767334e-01
