X,Baseline,Min,Max
8.742758429546063637e-01,-7.132537364959716797e-01,-8.000639677047729492e-01,-4.238963723182678223e-01
8.744794378134562729e-01,-1.212901234626770020e+00,-1.308844923973083496e+00,-6.423478722572326660e-01
8.741981743201123756e-01,-1.571954935789108276e-01,-2.133971601724624634e-01,3.849991364404559135e-03
8.741204404726591326e-01,-2.240923047065734863e-01,-2.867581844329833984e-01,-5.333331599831581116e-02
8.740363157551971351e-01,-2.749683558940887451e-01,-3.421271741390228271e-01,-9.232644736766815186e-02
8.739481478342602250e-01,-2.835956215858459473e-01,-3.514909446239471436e-01,-1.022905930876731873e-01
8.738571757560746889e-01,-2.777019441127777100e-01,-3.455744385719299316e-01,-9.761349856853485107e-02
8.737572042895093150e-01,-2.647398710250854492e-01,-3.318630158901214600e-01,-8.578651398420333862e-02
8.736572328229440521e-01,-2.485340386629104614e-01,-3.147886991500854492e-01,-7.096033543348312378e-02
8.735457186625874559e-01,-2.310328781604766846e-01,-2.962857782840728760e-01,-5.548634007573127747e-02
8.734323785393712791e-01,-2.135447859764099121e-01,-2.779144048690795898e-01,-4.018295556306838989e-02
8.733117345647164464e-01,-1.944581568241119385e-01,-2.578261196613311768e-01,-2.375243790447711945e-02
8.731832650349489189e-01,-1.744122356176376343e-01,-2.366507500410079956e-01,-6.617655511945486069e-03
8.730530347552810655e-01,-1.536713540554046631e-01,-2.147496193647384644e-01,1.104768645018339157e-02
8.729074142172247308e-01,-1.316417753696441650e-01,-1.914539337158203125e-01,2.974116615951061249e-02
8.727617936791685072e-01,-1.096940264105796814e-01,-1.682317405939102173e-01,4.835064336657524109e-02
8.726022175678277426e-01,-8.660480380058288574e-02,-1.438234895467758179e-01,6.786090135574340820e-02
8.724372287808674908e-01,-6.367783248424530029e-02,-1.195303723216056824e-01,8.720754086971282959e-02
8.722648709295093283e-01,-4.003936797380447388e-02,-9.451143443584442139e-02,1.071345880627632141e-01
8.720781010141518408e-01,-1.618479378521442413e-02,-6.922134757041931152e-02,1.272005736827850342e-01
8.718913310987943532e-01,7.665350101888179779e-03,-4.395201429724693298e-02,1.472543329000473022e-01
8.716809540921801602e-01,3.266818448901176453e-02,-1.743703335523605347e-02,1.682286411523818970e-01
8.714695988911768110e-01,5.711811035871505737e-02,8.530054241418838501e-03,1.887188106775283813e-01
8.712421360892330657e-01,8.245231956243515015e-02,3.539698570966720581e-02,2.099329680204391479e-01
8.710031305934980983e-01,1.074134260416030884e-01,6.193254142999649048e-02,2.307791262865066528e-01
8.707577994407136313e-01,1.327518373727798462e-01,8.883024752140045166e-02,2.519379258155822754e-01
8.704876221504461720e-01,1.584427356719970703e-01,1.161613911390304565e-01,2.733351588249206543e-01
8.702174448601787127e-01,1.837312579154968262e-01,1.430533528327941895e-01,2.943822145462036133e-01
8.699185738678312241e-01,2.099372744560241699e-01,1.709341853857040405e-01,3.161588311195373535e-01
8.696133772184342359e-01,2.353180050849914551e-01,1.979856044054031372e-01,3.371908068656921387e-01
8.692909643477891857e-01,2.613464295864105225e-01,2.257113009691238403e-01,3.587727248668670654e-01
8.689465747098692461e-01,2.867380678653717041e-01,2.528401017189025879e-01,3.797447085380554199e-01
8.685995765535784452e-01,3.120421767234802246e-01,2.798580825328826904e-01,4.006526470184326172e-01
8.682112985940678707e-01,3.377696275711059570e-01,3.074025809764862061e-01,4.218570291996002197e-01
8.678230206345572961e-01,3.624879717826843262e-01,3.338922262191772461e-01,4.421626627445220947e-01
8.674014188528582636e-01,3.877179026603698730e-01,3.609616458415985107e-01,4.628875851631164551e-01
8.669641659609337303e-01,4.117102324962615967e-01,3.867787122726440430e-01,4.824569225311279297e-01
8.665104794032724156e-01,4.358679950237274170e-01,4.127792418003082275e-01,5.021671652793884277e-01
8.660186432644365606e-01,4.591583311557769775e-01,4.379454851150512695e-01,5.210045576095581055e-01
8.655267419126414508e-01,4.817706048488616943e-01,4.623885452747344971e-01,5.392220020294189453e-01
8.649790182677087325e-01,5.044343471527099609e-01,4.869576394557952881e-01,5.573630928993225098e-01
8.644264688637898209e-01,5.255548954010009766e-01,5.099101662635803223e-01,5.740583539009094238e-01
8.638375958415559497e-01,5.467357635498046875e-01,5.329326391220092773e-01,5.907538533210754395e-01
8.632177466636674623e-01,5.662912726402282715e-01,5.542743206024169922e-01,6.058802008628845215e-01
8.625860939401505112e-01,5.854715704917907715e-01,5.747720599174499512e-01,6.206735968589782715e-01
8.618920324146095435e-01,6.037259697914123535e-01,5.935053825378417969e-01,6.344383358955383301e-01
8.611979708890684648e-01,6.207163929939270020e-01,6.109218001365661621e-01,6.471797227859497070e-01
8.604402615152771938e-01,6.373634338378906250e-01,6.280256509780883789e-01,6.593365073204040527e-01
