X,Baseline,Min,Max
-8.354695509768679529e-02,-1.417777419090270996e+00,-1.555214524269104004e+00,1.003676056861877441e+00
-8.299448720996698003e-02,-1.490882992744445801e+00,-1.626186609268188477e+00,9.879838228225708008e-01
-8.238825938894660250e-02,-1.559479236602783203e+00,-1.691891431808471680e+00,9.663458466529846191e-01
-8.168942916575876179e-02,-1.684124469757080078e+00,-1.817115187644958496e+00,9.359152913093566895e-01
-8.090782739401385093e-02,-1.711787939071655273e+00,-1.837845802307128906e+00,9.032110571861267090e-01
-8.006100451137616869e-02,-1.748762488365173340e+00,-1.871272325515747070e+00,8.681665062904357910e-01
-7.915021586731173231e-02,-1.795034527778625488e+00,-1.913662910461425781e+00,8.316866755485534668e-01
-7.816775002938651518e-02,-1.812852978706359863e+00,-1.927722811698913574e+00,7.959136366844177246e-01
-7.712977981150019591e-02,-1.820225358009338379e+00,-1.930634379386901855e+00,7.610761523246765137e-01
-7.602980837258520308e-02,-1.806309700012207031e+00,-1.913268804550170898e+00,7.290794253349304199e-01
-7.488770936197994277e-02,-1.790132164955139160e+00,-1.894568800926208496e+00,6.989746093750000000e-01
-7.370305889544914724e-02,-1.774858117103576660e+00,-1.876443862915039062e+00,6.703431010246276855e-01
-7.248353579894718790e-02,-1.761688590049743652e+00,-1.860452055931091309e+00,6.430866718292236328e-01
-7.123293872735171617e-02,-1.750161886215209961e+00,-1.846276402473449707e+00,6.171472072601318359e-01
-6.995233554287082212e-02,-1.740040063858032227e+00,-1.833645105361938477e+00,5.923897027969360352e-01
-6.864806820579377744e-02,-1.730997681617736816e+00,-1.822180032730102539e+00,5.688161849975585938e-01
-6.731861643900756420e-02,-1.722589135169982910e+00,-1.811557769775390625e+00,5.463851094245910645e-01
-6.597023253498243700e-02,-1.715183138847351074e+00,-1.802234768867492676e+00,5.249256491661071777e-01
-6.460236625937455790e-02,-1.708070039749145508e+00,-1.793053627014160156e+00,5.045645236968994141e-01
-6.321857171846427537e-02,-1.701464891433715820e+00,-1.784745216369628906e+00,4.851314723491668701e-01
-6.182202804401614599e-02,-1.696460485458374023e+00,-1.777933478355407715e+00,4.664027988910675049e-01
-6.041249476324285494e-02,-1.692826151847839355e+00,-1.772965312004089355e+00,4.482409060001373291e-01
-5.899339148069628058e-02,-1.689607262611389160e+00,-1.768252134323120117e+00,4.308720529079437256e-01
-5.756524397586054026e-02,-1.686536073684692383e+00,-1.763902544975280762e+00,4.142924249172210693e-01
-5.612922608200256874e-02,-1.683771967887878418e+00,-1.759950995445251465e+00,3.983651697635650635e-01
-5.469028990821712954e-02,-1.681784152984619141e+00,-1.756696581840515137e+00,3.830267786979675293e-01
-5.324301055145472250e-02,-1.680432438850402832e+00,-1.754235029220581055e+00,3.681937158107757568e-01
-5.180039799709027643e-02,-1.679863452911376953e+00,-1.752777338027954102e+00,3.537901341915130615e-01
-5.034924662087104236e-02,-1.679671287536621094e+00,-1.751513123512268066e+00,3.399238288402557373e-01
-4.890638544209936767e-02,-1.680022478103637695e+00,-1.751016139984130859e+00,3.264975249767303467e-01
-4.745871888339128070e-02,-1.680475592613220215e+00,-1.750649452209472656e+00,3.135853707790374756e-01
-4.601853143594979850e-02,-1.681600332260131836e+00,-1.751034975051879883e+00,3.009991049766540527e-01
-4.458007620773899587e-02,-1.682937502861022949e+00,-1.751639604568481445e+00,2.888748645782470703e-01
-4.314614512857774947e-02,-1.684478282928466797e+00,-1.752447009086608887e+00,2.771497070789337158e-01
-4.172215494989565954e-02,-1.686145305633544922e+00,-1.753533959388732910e+00,2.658556699752807617e-01
-4.029807510339457333e-02,-1.688040375709533691e+00,-1.754784584045410156e+00,2.548894584178924561e-01
-3.889359582696493012e-02,-1.690469503402709961e+00,-1.756726145744323730e+00,2.441970854997634888e-01
-3.748394027189300842e-02,-1.692887187004089355e+00,-1.758522510528564453e+00,2.338864952325820923e-01
-3.610188202602336582e-02,-1.695685744285583496e+00,-1.760832428932189941e+00,2.238434106111526489e-01
-3.471654682895025656e-02,-1.698266029357910156e+00,-1.762887597084045410e+00,2.142483294010162354e-01
-3.335385683198465595e-02,-1.701183676719665527e+00,-1.765374064445495605e+00,2.048195600509643555e-01
-3.199676292208665507e-02,-1.703946948051452637e+00,-1.767695665359497070e+00,1.958242058753967285e-01
-3.065578476474895356e-02,-1.706881761550903320e+00,-1.770208954811096191e+00,1.870025247335433960e-01
-2.933037416353267285e-02,-1.709750890731811523e+00,-1.772661209106445312e+00,1.785890907049179077e-01
-2.801322930490422747e-02,-1.712487339973449707e+00,-1.775006413459777832e+00,1.703911125659942627e-01
-2.672252014964101446e-02,-1.715402364730834961e+00,-1.777547955513000488e+00,1.625411063432693481e-01
-2.543114663735521197e-02,-1.717959761619567871e+00,-1.779698729515075684e+00,1.549725830554962158e-01
-2.417770668831643530e-02,-1.720642447471618652e+00,-1.782096505165100098e+00,1.476525515317916870e-01
-2.292123229876649737e-02,-1.722814083099365234e+00,-1.783878087997436523e+00,1.407352834939956665e-01
-2.169980376111078565e-02,-1.725142717361450195e+00,-1.785943627357482910e+00,1.339662373065948486e-01
-2.048304610166299181e-02,-1.727035164833068848e+00,-1.787399172782897949e+00,1.276165843009948730e-01
-1.929210869827729588e-02,-1.728983283042907715e+00,-1.788956165313720703e+00,1.214248836040496826e-01
-1.811661657671437969e-02,-1.729921221733093262e+00,-1.789991974830627441e+00,1.155527532100677490e-01
-1.695688051748327901e-02,-1.730606079101562500e+00,-1.790163278579711914e+00,1.101885959506034851e-01
-1.582375847830292531e-02,-1.730219960212707520e+00,-1.789434194564819336e+00,1.070573031902313232e-01
-1.469623048828519289e-02,-1.728652954101562500e+00,-1.787720799446105957e+00,1.067345589399337769e-01
-1.360691015973393599e-02,-1.726401090621948242e+00,-1.785205483436584473e+00,1.068709492683410645e-01
-1.251593301443615358e-02,-1.723469734191894531e+00,-1.782021760940551758e+00,1.073687151074409485e-01
-1.146901741265207199e-02,-1.720827341079711914e+00,-1.779145836830139160e+00,1.077767908573150635e-01
-1.042428236919367562e-02,-1.718619942665100098e+00,-1.776715040206909180e+00,1.082168892025947571e-01
-9.413384699977982162e-03,-1.717455387115478516e+00,-1.775398373603820801e+00,1.084534451365470886e-01
-8.415795059740152281e-03,-1.717026352882385254e+00,-1.774787425994873047e+00,1.086547896265983582e-01
-7.441107905113201158e-03,-1.717202067375183105e+00,-1.774825572967529297e+00,1.088088750839233398e-01
-6.490336584347082202e-03,-1.717683911323547363e+00,-1.775167822837829590e+00,1.089895814657211304e-01
-5.551733084724038217e-03,-1.718553781509399414e+00,-1.775855779647827148e+00,1.091491729021072388e-01
-4.647439753298425111e-03,-1.719889044761657715e+00,-1.777064442634582520e+00,1.092794910073280334e-01
-3.744946656182114586e-03,-1.721811771392822266e+00,-1.778859019279479980e+00,1.094013899564743042e-01
-2.886538538486743601e-03,-1.724209785461425781e+00,-1.781201124191284180e+00,1.095097959041595459e-01
-2.028022157089454710e-03,-1.726780533790588379e+00,-1.783737301826477051e+00,1.096868589520454407e-01
-1.206072541544747721e-03,-1.729430437088012695e+00,-1.786358237266540527e+00,1.098923236131668091e-01
-3.923235511553985330e-04,-1.732163548469543457e+00,-1.788950324058532715e+00,1.101512089371681213e-01
3.953724798972614238e-04,-1.735561132431030273e+00,-1.792276263236999512e+00,1.104215756058692932e-01
1.164853875474348164e-03,-1.740209460258483887e+00,-1.796905875205993652e+00,1.104951724410057068e-01
1.918351663892000399e-03,-1.746012687683105469e+00,-1.802777528762817383e+00,1.101337298750877380e-01
2.644944139216217315e-03,-1.752308249473571777e+00,-1.809168338775634766e+00,1.097261384129524231e-01
3.365920275792120588e-03,-1.758708715438842773e+00,-1.815648317337036133e+00,1.093357652425765991e-01
4.052261707802960918e-03,-1.764604330062866211e+00,-1.821579933166503906e+00,1.093583256006240845e-01
4.739028807215930547e-03,-1.769694685935974121e+00,-1.826622247695922852e+00,1.099359914660453796e-01
5.389823062708132273e-03,-1.774397253990173340e+00,-1.831311941146850586e+00,1.105257570743560791e-01
6.037592048261567097e-03,-1.779018521308898926e+00,-1.835922479629516602e+00,1.113443225622177124e-01
